"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.075593750E-1,-2.355339741E0,1.629852891E-1,-4.500955060E0,5.082596379E0
9.174943750E-1,-2.770403759E0,-8.300672257E-1,-3.573218867E0,4.596960046E0
9.274303750E-1,-3.754128211E0,-2.472248386E0,-3.138923357E0,5.482547815E0
9.373663750E-1,-3.971535875E0,-3.556372454E0,-4.652142129E0,7.075542992E0
9.473013750E-1,-3.018307577E0,-3.110533370E0,-5.565727183E0,7.054283631E0
9.572373750E-1,-2.939263746E0,-1.102264470E0,-6.686312149E0,7.386543744E0
9.671723750E-1,-3.482504579E0,1.014864968E0,-5.886452808E0,6.914341307E0
9.771083750E-1,-3.375764242E0,1.060146976E-1,-4.079178438E0,5.295915413E0
9.870433750E-1,-3.697643523E0,-2.025550931E0,-3.377566354E0,5.402164258E0
9.969793750E-1,-4.075767172E0,-2.414574375E0,-3.025935562E0,5.621239496E0
1.006914375E0,-5.062631578E0,-1.635817051E0,-1.906405726E0,5.651594352E0
1.016850375E0,-5.596302858E0,-3.663958883E-1,1.266316876E-1,5.609713648E0
1.026785375E0,-5.145374942E0,1.344441524E0,1.605893048E0,5.555294663E0
1.036721375E0,-4.926318948E0,3.155510738E0,1.999419140E0,6.182519170E0
1.046656375E0,-5.266631577E0,4.730455935E0,1.808788215E0,7.306595399E0
1.056592375E0,-5.000483277E0,5.311735244E0,1.044296343E0,7.369526387E0
1.066527375E0,-3.689234642E0,4.463035866E0,-1.969902103E-1,5.793785164E0
1.076463375E0,-3.473810354E0,3.665866830E0,-1.562033376E0,5.286386881E0
1.086398375E0,-1.392746542E0,4.226913604E0,-2.211230214E-1,4.455944000E0
1.096334375E0,5.947068554E-1,5.516635714E0,9.897412366E-1,5.636180760E0
1.106269375E0,8.494618553E-1,5.516003045E0,1.803039232E0,5.865051195E0
1.116205375E0,1.771225702E0,4.071641961E0,3.288408594E0,5.525318075E0
