Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
4.1709765,0.6241902709,-9.43827262,3.014093488,9.927505382
4.1809105,0.9492842053,-10.50858323,3.436278246,11.09682252
4.1908455,0.9153887732,-11.31940493,1.857885823,11.50732828
4.2007805,1.004635776,-11.54139096,-1.119464932,11.63899481
4.2107145,1.639889637,-10.27162364,-3.65747666,11.02599772
4.2206495,1.814653557,-7.071548935,-4.768591183,8.720047806
4.2305835,1.815969765,-2.803890179,-5.077501633,6.077875381
4.2405185,0.9580189222,3.649851891,-6.263366668,7.312248703
4.2504525,-0.4535541559,17.31947849,-8.816859777,19.43983186
4.2603875,0.9220790112,47.15484724,-5.084284987,47.43711418
4.2703215,3.756107786,66.73843078,3.342610237,66.9275693
4.2802565,-0.6028162126,39.55764414,-1.542145533,39.59228221
4.2901915,1.129248493,16.82753587,-9.048154578,19.1392337
4.3001255,1.880226572,11.34866907,-11.68988451,16.40063845
4.3100605,-2.573497895,15.76381741,-11.37777417,19.61057306
4.3199945,-2.105982306,22.01553409,-9.108801314,23.91838548
4.3299295,-1.621962804,20.63767514,-5.04981916,21.30833339
4.3398635,-4.120006621,16.24872233,-1.443741279,16.8249761
4.3497985,-4.685070432,12.41103799,-1.032322123,13.30599255
4.3597325,-3.921613225,9.502567434,-0.7166508302,10.30492244
4.3696675,-2.755547446,6.225077931,0.48910234,6.825236851
4.3796025,-0.9108583505,2.519913719,1.256342403,2.959395938
4.3895365,1.043342224,-0.9564267254,1.160164476,1.830108382
4.3994715,2.307254871,-3.489949254,1.051556539,4.313808293
4.4094055,2.596350861,-5.907707437,0.6571755838,6.486441606
4.4193405,3.366152004,-8.067398173,0.4291789046,8.752033314
4.4292745,4.669080928,-9.836866786,0.07834450364,10.88900375
4.4392095,5.273067607,-11.68906707,-0.208654236,12.82509523
4.4491435,5.172494329,-13.77527175,0.07107846111,14.71454592
4.4590785,4.30371912,-15.94823625,0.4353494713,16.52445966
4.4690135,3.014588163,-17.92436242,0.9163969794,18.19918387
4.4789475,2.279119677,-19.4023526,1.492500626,19.5926831
4.4888825,2.125107671,-20.32993852,2.339059046,20.57410217
4.4988165,2.297212863,-20.55449031,3.977099209,21.06137643
4.5087515,2.365213642,-19.84222928,5.92603495,20.842893
4.5186855,2.419311789,-18.30429462,7.053372281,19.76487621
4.5286205,1.949987363,-14.91463096,7.017606032,16.59805596
4.5385555,1.283519969,-11.72082798,5.694888668,13.09415858
4.5484895,1.87275997,-9.5791338,3.743818985,10.45386124
4.5584245,1.891478077,-7.745761551,2.273952054,8.291282728
4.5683585,1.755392465,-6.480110089,1.037363884,6.793331531
4.5782935,1.452855334,-5.713002173,0.2405079666,5.899748006
4.5882275,0.9653340083,-5.476054283,0.0235730499,5.560539178
4.5981625,0.5103786036,-5.539729292,0.2728193879,5.569875885
4.6080965,-0.02877707183,-5.745672905,0.933856473,5.821140195
4.6180315,-0.7898565084,-5.973170525,1.71914806,6.265629216
4.6279665,-1.292205569,-6.000059531,2.442091664,6.605628002
4.6379005,-1.662754881,-5.644440061,2.843547165,6.535305492
4.6478355,-2.221875436,-4.872526903,2.597971416,5.952117636
4.6577695,-3.238778889,-4.102777215,1.131872431,5.348233799
4.6677045,-3.612605127,-2.768242629,-1.404871036,4.763165511
4.6776385,-3.144215671,-0.6871665376,-4.198156705,5.289878047
4.6875735,-2.607923962,2.817956241,-5.723818352,6.892332065
4.6975075,-1.452060113,12.54257812,-5.834231325,13.90909773
4.7074425,0.8980505363,30.31153559,-4.723434598,30.69049558
4.7173775,3.274706814,45.06654458,-3.597214963,45.32832558
4.7273115,3.640087918,38.32574339,-5.142201658,38.8401221
4.7372465,7.292204143,21.50903657,-7.741148683,23.99458852
4.7471805,6.122152317,14.08967771,-6.926759012,16.85169894
4.7571155,-0.6053358144,15.39403014,-5.073095171,16.21970684
4.7670495,-3.31551921,18.61504255,-6.576059389,20.0189169
4.7769845,-2.756796704,18.39001714,-8.112217666,20.28794553
4.7869185,-2.266790677,16.11265762,-7.740423628,18.01860798
4.7968535,0.3040672921,13.40145809,-7.084720373,15.16195233
4.8067885,1.88760532,11.1368607,-5.935790445,12.76034201
4.8167225,2.078976648,8.782091063,-3.946138786,9.849836479
4.8266575,1.553900922,6.1364587,-1.305224541,6.463307555
4.836591125,0.6335073705,3.339501565,1.480520558,3.707498268
4.846526125,0.1701947598,0.6569680077,3.385846596,3.453191334
4.856460125,0.240744322,-1.682805276,3.843823622,4.202947949
4.866395125,0.6657353228,-3.846430603,3.428645291,5.195559685
4.876330125,0.9399855244,-5.876225443,2.765910759,6.562306041
4.886264125,1.694823643,-7.489775128,2.161663002,7.977590211
4.896199125,2.121803117,-9.099058099,1.377433269,9.444163762
4.906133125,2.042459617,-10.74225901,0.8121412705,10.964823
4.916068125,1.811075207,-12.49416902,0.6156980672,12.63975226
4.926002125,1.86421251,-14.1942037,0.9442950685,14.3472088
4.935937125,2.329489201,-15.75268665,1.677739541,16.01213498
4.945871125,2.260219576,-17.23043943,2.399567203,17.54293471
4.955806125,1.997307564,-18.46447324,3.10933206,18.8306653
4.965741125,1.912725835,-19.08130889,3.997280289,19.58910714
4.975675125,2.139415077,-18.89941253,4.518273635,19.54941655
4.985610125,2.762440436,-18.25986513,4.66836406,19.04855309
4.995544125,2.383371293,-15.70907578,4.645297671,16.55398173
5.005479125,1.702678354,-13.00561328,3.662616363,13.6183644
5.015413125,1.573727807,-11.1719744,2.723790926,11.60640634
5.025348125,1.2648808,-9.477053109,2.115008653,9.792227564
5.035283125,1.03037712,-7.881113484,1.481989963,8.085166727
